state,county,NHGISST,NHGISCTY,sex,birthyr,birthplace,n_z_I,p_z_I,STATEFIP,COUNTYICP,n_z,p_z,pr_intern
Arizona,Maricopa,040,0130,2,1929,26,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Arizona,Maricopa,040,0130,2,1930,26,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Maricopa,040,0130,2,1931,26,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Maricopa,040,0130,2,1931,27,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Maricopa,040,0130,2,1932,26,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Arizona,Maricopa,040,0130,2,1933,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Maricopa,040,0130,2,1933,27,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Maricopa,040,0130,2,1934,26,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Arizona,Maricopa,040,0130,2,1935,26,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Maricopa,040,0130,2,1936,27,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Maricopa,040,0130,2,1937,26,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Maricopa,040,0130,2,1938,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Maricopa,040,0130,2,1938,26,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Maricopa,040,0130,2,1939,26,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Maricopa,040,0130,2,1940,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Maricopa,040,0130,2,1940,26,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Maricopa,040,0130,2,1941,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Maricopa,040,0130,2,1941,26,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Arizona,Pinal,040,0210,1,1878,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Pinal,040,0210,1,1880,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Pinal,040,0210,1,1882,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Pinal,040,0210,1,1885,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Pinal,040,0210,1,1926,26,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Pinal,040,0210,2,1893,72,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Pinal,040,0210,2,1924,26,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Yavapai,040,0250,1,1872,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Yuma,040,0270,1,1882,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Yuma,040,0270,1,1920,26,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Yuma,040,0270,1,1921,26,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Yuma,040,0270,1,1924,26,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Arizona,Yuma,040,0270,2,1891,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Yuma,040,0270,2,1893,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arizona,Yuma,040,0270,2,1918,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Arkansas,Pulaski,050,1190,2,1920,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
British Columbia,Vancouver,NA,NA,1,1919,82,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1860,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1861,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1862,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1864,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1864,99,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1865,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1865,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1866,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1866,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1866,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1867,94,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1867,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1867,99,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1868,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1869,94,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1869,96,7,6.459233012217178e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1869,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1869,99,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1870,96,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1870,99,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1871,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1871,96,7,6.459233012217178e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1871,98,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1871,99,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1872,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1872,96,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1872,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1872,99,7,6.459233012217178e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1873,94,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1873,96,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1873,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1873,99,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1874,90,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1874,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1874,96,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1874,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1874,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1874,99,6,5.536485439043296e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1875,94,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1875,96,6,5.536485439043296e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1875,97,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1875,99,8,7.38198058539106e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1876,90,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1876,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1876,96,11,1.0150223304912708e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1876,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1876,99,13,1.1995718451260472e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1877,93,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1877,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1877,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1877,96,8,7.38198058539106e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1877,98,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1877,99,8,7.38198058539106e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1878,93,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1878,94,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1878,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1878,96,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1878,98,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1878,99,11,1.0150223304912708e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1879,94,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1879,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1879,96,12,1.1072970878086592e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1879,99,12,1.1072970878086592e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1880,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1880,94,6,5.536485439043296e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1880,96,11,1.0150223304912708e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1880,97,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1880,99,9,8.304728158564943e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1881,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1881,94,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1881,95,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1881,96,19,1.753220389030377e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1881,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1881,99,9,8.304728158564943e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1882,93,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1882,94,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1882,95,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1882,96,7,6.459233012217178e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1882,99,11,1.0150223304912708e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1883,90,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1883,93,6,5.536485439043296e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1883,94,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1883,96,8,7.38198058539106e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1883,97,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1883,99,13,1.1995718451260472e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1884,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1884,94,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1884,95,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1884,96,12,1.1072970878086592e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1884,97,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1884,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1884,99,11,1.0150223304912708e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1885,93,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1885,94,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1885,96,11,1.0150223304912708e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1885,97,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1885,99,9,8.304728158564943e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1886,93,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1886,94,7,6.459233012217178e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1886,95,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1886,96,17,1.5686708743956003e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1886,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1886,99,23,2.12231941829993e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1887,93,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1887,94,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1887,95,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1887,96,12,1.1072970878086592e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1887,97,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1887,99,9,8.304728158564943e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1888,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1888,94,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1888,95,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1888,96,15,1.384121359760824e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1888,97,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1888,98,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1888,99,11,1.0150223304912708e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1889,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1889,94,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1889,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1889,96,16,1.476396117078212e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1889,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1889,99,13,1.1995718451260472e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1890,90,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1890,92,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1890,94,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1890,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1890,96,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1890,97,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1890,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1890,99,11,1.0150223304912708e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1891,93,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1891,94,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1891,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1891,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1892,94,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1892,95,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1892,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1892,99,6,5.536485439043296e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1893,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1893,96,6,5.536485439043296e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1893,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1893,99,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1894,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1894,96,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1894,99,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1895,72,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1895,94,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1895,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1895,96,6,5.536485439043296e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1895,99,13,1.1995718451260472e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1896,71,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1896,73,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1896,74,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1896,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1896,96,10,9.227475731738826e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1896,97,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1896,99,13,1.1995718451260472e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1897,72,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1897,94,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1897,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1897,96,9,8.304728158564943e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1897,98,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1897,99,10,9.227475731738826e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1898,72,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1898,74,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1898,94,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1898,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1898,96,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1898,99,12,1.1072970878086592e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1899,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1899,71,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1899,93,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1899,94,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1899,96,7,6.459233012217178e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1899,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1899,99,11,1.0150223304912708e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1900,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1900,73,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1900,93,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1900,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1900,95,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1900,96,6,5.536485439043296e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1900,99,7,6.459233012217178e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1901,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1901,71,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1901,72,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1901,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1901,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1901,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1901,96,6,5.536485439043296e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1901,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1901,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1901,99,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1902,71,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1902,73,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1902,93,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1902,94,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1902,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1902,96,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1902,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1902,99,10,9.227475731738826e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1903,13,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1903,71,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1903,72,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1903,73,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1903,74,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1903,94,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1903,95,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1903,96,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1903,98,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1903,99,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1904,13,6,5.536485439043296e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1904,71,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1904,72,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1904,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1904,94,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1904,96,8,7.38198058539106e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1904,99,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1905,13,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1905,71,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1905,72,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1905,73,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1905,74,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1905,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1905,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1905,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1905,99,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1906,13,7,6.459233012217178e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1906,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1906,94,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1906,96,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1906,99,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1907,13,7,6.459233012217178e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1907,71,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1907,72,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1907,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1907,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1907,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1908,13,19,1.753220389030377e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1908,71,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1908,93,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1908,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1908,99,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1909,13,20,1.8454951463477652e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1909,23,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1909,71,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1909,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1909,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1910,11,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1910,13,20,1.8454951463477652e-4,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1910,25,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1910,71,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1910,72,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1910,73,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1910,74,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1910,96,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1911,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Alameda,060,0010,1,1911,13,20,1.8454951463477652e-4,NA,NA,NA,NA,NA
